;Пробег;Модель;Цена;Год;Коробка передач;Кузов;Привод;Цвет;Двигатель
2945;Новый;Renault Logan II Рестайлинг;от 846 000 ₽;2020;автомат;седан;передний;Life;1.6 л/102л.с./Бензин
2946;220 000 км;Renault Logan I;255 000 ₽;2009;механика;седан;передний;синий;1.6 л/87л.с./Бензин
2947;400 000 км;Renault Logan I Рестайлинг;180 800 ₽;2011;механика;седан;передний;чёрный;1.6 л/84л.с./Бензин
2948;150 000 км;Renault Logan I Рестайлинг;299 000 ₽;2010;механика;седан;передний;красный;1.6 л/84л.с./Бензин
2949;310 000 км;Renault Logan I;169 000 ₽;2007;механика;седан;передний;белый;1.4 л/75л.с./Бензин
2950;Новый;Renault Logan II Рестайлинг;791 000 ₽;2020;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2951;314 000 км;Renault Logan I Рестайлинг;230 000 ₽;2012;механика;седан;передний;бежевый;1.4 л/75л.с./Бензин
2952;Новый;Renault Logan II Рестайлинг;791 000 ₽;2020;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2953;272 000 км;Renault Logan I;165 000 ₽;2007;механика;седан;передний;серый;1.4 л/75л.с./Бензин
2954;Новый;Renault Logan II Рестайлинг;от 594 000 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2955;Новый;Renault Logan II Рестайлинг;от 651 000 ₽;2020;автомат;седан;передний;Life;1.6 л/102л.с./Бензин
2956;573 000 км;Renault Logan I Рестайлинг;230 000 ₽;2014;механика;седан;передний;белый;1.4 л/75л.с./Бензин
2957;175 358 км;Renault Logan I;225 000 ₽;2007;механика;седан;передний;серый;1.4 л/75л.с./Бензин
2958;98 000 км;Renault Logan II;430 000 ₽;2014;механика;седан;передний;серый;1.6 л/102л.с./Бензин
2959;Новый;Renault Logan II Рестайлинг;от 705 900 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2960;36 000 км;Renault Logan II Рестайлинг Stepway;730 000 ₽;2019;механика;седан;передний;серый;1.6 л/82л.с./Бензин
2961;Новый;Renault Logan II Рестайлинг;от 705 900 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2962;Новый;Renault Logan II Рестайлинг;от 636 000 ₽;2020;автомат;седан;передний;Life;1.6 л/102л.с./Бензин
2963;Новый;Renault Logan II Рестайлинг Stepway;от 624 000 ₽;2020;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2964;Новый;Renault Logan II Рестайлинг;от 636 000 ₽;2020;автомат;седан;передний;Life;1.6 л/102л.с./Бензин
2965;Новый;Renault Logan II Рестайлинг Stepway;от 624 000 ₽;2020;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2966;61 000 км;Renault Logan I Рестайлинг;380 000 ₽;2012;механика;седан;передний;бежевый;1.4 л/75л.с./Бензин
2967;125 000 км;Renault Logan II;410 000 ₽;2014;механика;седан;передний;чёрный;1.6 л/102л.с./Бензин
2968;126 000 км;Renault Logan I Рестайлинг;350 000 ₽;2011;механика;седан;передний;чёрный;1.6 л/84л.с./Бензин
2969;27 000 км;Renault Logan I Рестайлинг;470 000 ₽;2013;механика;седан;передний;серый;1.4 л/75л.с./Бензин
2970;135 000 км;Renault Logan II;379 999 ₽;2014;механика;седан;передний;белый;1.6 л/82л.с./Бензин
2971;215 000 км;Renault Logan I;170 000 ₽;2006;механика;седан;передний;серый;1.6 л/87л.с./Бензин
2972;Новый;Renault Logan II Рестайлинг;от 616 000 ₽;2020;механика;седан;передний;Life;1.6 л/113л.с./Бензин
2973;53 151 км;Renault Logan II;579 000 ₽;2017;механика;седан;передний;серебристый;1.6 л/113л.с./Бензин
2974;Новый;Renault Logan II Рестайлинг;от 741 000 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2975;Новый;Renault Logan II Рестайлинг;от 741 000 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2976;105 645 км;Renault Logan II;459 890 ₽;2016;механика;седан;передний;чёрный;1.6 л/82л.с./Бензин
2977;175 121 км;Renault Logan I;230 000 ₽;2007;механика;седан;передний;синий;1.6 л/87л.с./Бензин
2978;52 500 км;Renault Logan II;655 000 ₽;2016;автомат;седан;передний;белый;1.6 л/102л.с./Бензин
2979;120 000 км;Renault Logan II;540 000 ₽;2014;механика;седан;передний;бежевый;1.6 л/102л.с./Бензин
2980;360 000 км;Renault Logan I;195 000 ₽;2007;механика;седан;передний;серебристый;1.6 л/87л.с./Бензин
2981;170 000 км;Renault Logan I Рестайлинг;300 000 ₽;2011;механика;седан;передний;синий;1.6 л/84л.с./Бензин
2982;222 000 км;Renault Logan I;285 000 ₽;2008;механика;седан;передний;чёрный;1.6 л/87л.с./Бензин
2983;45 263 км;Renault Logan II Рестайлинг Stepway;770 000 ₽;2018;вариатор;седан;передний;серебристый;1.6 л/113л.с./Бензин
2984;Новый;Renault Logan II Рестайлинг;от 669 000 ₽;2020;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2985;400 000 км;Renault Logan I;199 000 ₽;2006;механика;седан;передний;серый;1.4 л/75л.с./Бензин
2986;Новый;Renault Logan II Рестайлинг;от 579 000 ₽;2020;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2987;445 000 км;Renault Logan I;160 000 ₽;2006;механика;седан;передний;синий;1.6 л/87л.с./Бензин
2988;92 000 км;Renault Logan I Рестайлинг;280 000 ₽;2010;механика;седан;передний;бежевый;1.6 л/84л.с./Бензин
2989;110 000 км;Renault Logan I Рестайлинг;230 000 ₽;2013;механика;седан;передний;белый;1.4 л/75л.с./Бензин
2990;Новый;Renault Logan II Рестайлинг;от 594 000 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2991;333 333 км;Renault Logan I Рестайлинг;135 000 ₽;2010;механика;седан;передний;белый;1.4 л/75л.с./Бензин
2992;450 000 км;Renault Logan I Рестайлинг;150 000 ₽;2013;механика;седан;передний;белый;1.4 л/75л.с./Бензин
2993;120 000 км;Renault Logan I;150 000 ₽;2008;механика;седан;передний;чёрный;1.4 л/75л.с./Бензин
2994;62 000 км;Renault Logan II;449 000 ₽;2016;механика;седан;передний;белый;1.6 л/82л.с./Бензин
2995;175 000 км;Renault Logan II;550 000 ₽;2016;механика;седан;передний;красный;1.6 л/113л.с./Бензин
2996;365 000 км;Renault Logan I;175 000 ₽;2008;механика;седан;передний;серый;1.6 л/87л.с./Бензин
2997;Новый;Renault Logan II Рестайлинг;от 799 000 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2998;169 000 км;Renault Logan I Рестайлинг;305 000 ₽;2013;механика;седан;передний;чёрный;1.4 л/75л.с./Бензин
2999;150 000 км;Renault Logan I;220 000 ₽;2007;механика;седан;передний;чёрный;1.4 л/75л.с./Бензин
3000;110 000 км;Renault Logan II;439 900 ₽;2015;механика;седан;передний;чёрный;1.6 л/82л.с./Бензин
3001;Новый;Renault Logan II Рестайлинг;от 635 500 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
3002;1 030 км;Renault Logan II Рестайлинг;790 000 ₽;2020;механика;седан;передний;белый;1.6 л/82л.с./Бензин
3003;Новый;Renault Logan II Рестайлинг;от 594 000 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
3004;Новый;Renault Logan II Рестайлинг;769 363 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
3005;231 000 км;Renault Logan I;249 900 ₽;2008;механика;седан;передний;серый;1.6 л/87л.с./Бензин
3006;Новый;Renault Logan II Рестайлинг;769 363 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
3007;Новый;Renault Logan II Рестайлинг;769 363 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
3008;Новый;Renault Logan II Рестайлинг;769 363 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
3009;Новый;Renault Logan II Рестайлинг;769 363 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
3010;Новый;Renault Logan II Рестайлинг;769 363 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
3011;Новый;Renault Logan II Рестайлинг;769 363 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
3012;Новый;Renault Logan II Рестайлинг;769 363 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
3013;Новый;Renault Logan II Рестайлинг;769 363 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
3014;Новый;Renault Logan II Рестайлинг;816 648 ₽;2020;механика;седан;передний;Drive;1.6 л/113л.с./Бензин
3015;24 900 км;Renault Logan II;529 000 ₽;2015;робот;седан;передний;белый;1.6 л/82л.с./Бензин
3016;58 500 км;Renault Logan I Рестайлинг;270 000 ₽;2010;механика;седан;передний;чёрный;1.4 л/75л.с./Бензин
3017;17 000 км;Renault Logan II Рестайлинг Stepway;780 000 ₽;2019;автомат;седан;передний;красный;1.6 л/102л.с./Бензин
3018;Новый;Renault Logan II Рестайлинг Stepway;от 803 898 ₽;2020;механика;седан;передний;Stepway Drive;1.6 л/113л.с./Бензин
